"MUNICIPIO","CTY","INDUSTRIA","NAICS","UNIDADES","EMPLEO PROMEDIO","SALARIO Total Municipio Segundo Trimestre 2022","Promedio"
"Barranquitas","19","Productos de Tabaco y Bebidas","312","1","*","*","*"
"Barranquitas","19","Textiles ","313","0","0","0","0"
"Barranquitas","19","Productos Textiles Excepto Ropa","314","0","0","0","0"
"Barranquitas","19","Ropa ","315","0","0","0","0"
"Barranquitas","19","Cuero y Productos Relacionados ","316","0","0","0","0"
"Barranquitas","19","Productos de Madera","321","1","*","*","*"
"Barranquitas","19","Papel","322","0","0","0","0"
"Barranquitas","19","Imprenta e Industrias Relacionadas ","323","0","0","0","0"
"Barranquitas","19","Productos de Petróleo y Carbón ","324","1","*","*","*"
"Barranquitas","19","Productos Químicos ","325","1","*","*","*"
"Barranquitas","19","Productos de Goma y Plásticos","326","0","0","0","0"
"Barranquitas","19","Productos Minerales no Metálicos ","327","1","*","*","*"
"Barranquitas","19","Industrias de Materiales Primarios ","331","0","0","0","0"
"Barranquitas","19","Productos de Metal ","332","2","*","*","*"
"Barranquitas","19","Maquinaria ","333","0","0","0","0"
"Barranquitas","19","Computadora y Productos Electrónicos","334","0","0","0","0"
"Barranquitas","19","Equipo y Aparatos Eléctricos ","335","0","0","0","0"
"Barranquitas","19","Equipo de Transportación ","336","0","0","0","0"
"Barranquitas","19","Muebles y Productos Relacionados ","337","1","*","*","*"
"Barranquitas","19","Industrias Manufactureras Misceláneas","339","0","0","0","0"
"Barranquitas","19","Comercio al por Mayor","42","6","28","145704","5204"
"Barranquitas","19","Comercio al Detal","44-45","82","576","3383915","5871"
"Barranquitas","19","Transportación y Almacenamiento ","48-49","6","24","63504","2610"
"Barranquitas","19","Información","51","3","19","197341","10386"
"Barranquitas","19","Finanzas y Seguros ","52","8","154","1225738","7977"
"Barranquitas","19","Bienes Raíces, Renta o Arrendamiento ","53","9","37","174381","4713"
"Barranquitas","19","Servicios Profesionales y Técnicos ","54","20","63","387626","6153"
"Barranquitas","19","Gerencia de Companías y Empresas ","55","0","0","0","0"
"Barranquitas","19","Servicios Adm. y Desperdicios Sólidos","56","6","43","374466","8709"
"Barranquitas","19","Servicios Educativos ","61","3","672 ","4711847 ","7012 "
"Barranquitas","19","Servicios de Salud y Asistencia Social ","62","34","282","2184967","7748"
"Barranquitas","19","Arte, Entretenimiento y Recreación ","71","2","*","*","*"
"Barranquitas","19","Alojamiento y Servicios de Alimentos ","72","44","311","1065932","3427"
"Barranquitas","19","Otros Servicios Excepto Adm. Pública ","81","21","65","271890","4162"
"Barranquitas","19","Administración Pública ","92","12","360 ","1817349 ","5044 "
"Barranquitas","19","Otros (Establecimientos no Clasificados) ","99","0","0","0","0"
"Bayamón","21","Total Municipio Segundo Trimestre 2022 ","","2986","54436","385904122","7089"
"Bayamón","21","Agricultura, Bosque, Pesca y Caza","11","9","*","*","*"
"Bayamón","21","Mineria","21","0","0","0","0"
"Bayamón","21","Electricidad, Agua y Gas ","22","2","*","*","*"
"Bayamón","21","Construcción ","23","132","1348","9214251","6834"
"Bayamón","21","Manufactura","31-33","155","2394","16543882","6910"
"Bayamón","21","Alimentos","311","52","1099","7356231","6692"
"Bayamón","21","Productos de Tabaco y Bebidas","312","3","49","440828","8996"
"Bayamón","21","Textiles ","313","0","0","0","0"
"Bayamón","21","Productos Textiles Excepto Ropa","314","3","18","79574","4504"
"Bayamón","21","Ropa ","315","4","61","484789","7904"
"Bayamón","21","Cuero y Productos Relacionados ","316","0","0","0","0"
"Bayamón","21","Productos de Madera","321","0","0","0","0"
"Bayamón","21","Papel","322","3","91","616781","6803"
"Bayamón","21","Imprenta e Industrias Relacionadas ","323","15","38","185873","4935"
"Bayamón","21","Productos de Petróleo y Carbón ","324","2","*","*","*"
"Bayamón","21","Productos Químicos ","325","7","218","1587264","7292"
"Bayamón","21","Productos de Goma y Plásticos","326","2","*","*","*"
"Bayamón","21","Productos Minerales no Metálicos ","327","2","*","*","*"
"Bayamón","21","Industrias de Materiales Primarios ","331","4","58","465679","8029"
"Bayamón","21","Productos de Metal ","332","24","402","2761365","6875"
"Bayamón","21","Maquinaria ","333","8","50","402119","7989"
"Bayamón","21","Computadora y Productos Electrónicos","334","1","*","*","*"
"Bayamón","21","Equipo y Aparatos Eléctricos ","335","0","0","0","0"
"Bayamón","21","Equipo de Transportación ","336","2","*","*","*"
"Bayamón","21","Muebles y Productos Relacionados ","337","10","70","418204","5946"
"Bayamón","21","Industrias Manufactureras Misceláneas","339","13","112","787244","7008"
"Bayamón","21","Comercio al por Mayor","42","174","4788","46498487","9712"
"Bayamón","21","Comercio al Detal","44-45","667","10976","73505054","6697"
"Bayamón","21","Transportación y Almacenamiento ","48-49","101","568","5519929","9724"
"Bayamón","21","Información","51","30","481","4068639","8459"
"Bayamón","21","Finanzas y Seguros ","52","79","732","6187248","8456"
"Bayamón","21","Bienes Raíces, Renta o Arrendamiento ","53","90","520","3968283","7631"
"Bayamón","21","Servicios Profesionales y Técnicos ","54","206","2263","14979517","6620"
"Bayamón","21","Gerencia de Companías y Empresas ","55","12","785","7008522","8924"
"Bayamón","21","Servicios Adm. y Desperdicios Sólidos","56","135","3765","19161004","5089"
"Bayamón","21","Servicios Educativos ","61","67","5778 ","42495828 ","7354 "
"Bayamón","21","Servicios de Salud y Asistencia Social ","62","574","6805","50642435","7442"
"Bayamón","21","Arte, Entretenimiento y Recreación ","71","28","157","822019","5225"
"Bayamón","21","Alojamiento y Servicios de Alimentos ","72","305","4767","18555219","3893"
"Bayamón","21","Otros Servicios Excepto Adm. Pública ","81","193","1150","7215496","6276"
"Bayamón","21","Administración Pública ","92","27","6686 ","54187780 ","8105 "
"Bayamón","21","Otros (Establecimientos no Clasificados) ","99","0","0","0","0"
"Cabo Rojo","23","Total Municipio Segundo Trimestre 2022 ","","628","6496","31988029","4925"
"Cabo Rojo","23","Agricultura, Bosque, Pesca y Caza","11","27","115","395354","3438"
"Cabo Rojo","23","Mineria","21","2","*","*","*"
"Cabo Rojo","23","Electricidad, Agua y Gas ","22","1","*","*","*"
"Cabo Rojo","23","Construcción ","23","23","194","984217","5065"
"Cabo Rojo","23","Manufactura","31-33","28","47","204084","4342"
"Cabo Rojo","23","Alimentos","311","13","77","212029","2766"
"Cabo Rojo","23","Productos de Tabaco y Bebidas","312","3","23","77902","3339"
"Cabo Rojo","23","Textiles ","313","0","0","0","0"
"Cabo Rojo","23","Productos Textiles Excepto Ropa","314","0","0","0","0"
"Cabo Rojo","23","Ropa ","315","2","*","*","*"
"Cabo Rojo","23","Cuero y Productos Relacionados ","316","0","0","0","0"
"Cabo Rojo","23","Productos de Madera","321","1","*","*","*"
"Cabo Rojo","23","Papel","322","0","0","0","0"
"Cabo Rojo","23","Imprenta e Industrias Relacionadas ","323","1","*","*","*"
"Cabo Rojo","23","Productos de Petróleo y Carbón ","324","0","0","0","0"
"Cabo Rojo","23","Productos Químicos ","325","2","*","*","*"
"Cabo Rojo","23","Productos de Goma y Plásticos","326","0","0","0","0"
"Cabo Rojo","23","Productos Minerales no Metálicos ","327","0","0","0","0"
"Cabo Rojo","23","Industrias de Materiales Primarios ","331","0","0","0","0"
"Cabo Rojo","23","Productos de Metal ","332","3","25","117001","4680"
"Cabo Rojo","23","Maquinaria ","333","0","0","0","0"
"Cabo Rojo","23","Computadora y Productos Electrónicos","334","0","0","0","0"
"Cabo Rojo","23","Equipo y Aparatos Eléctricos ","335","0","0","0","0"
"Cabo Rojo","23","Equipo de Transportación ","336","0","0","0","0"
"Cabo Rojo","23","Muebles y Productos Relacionados ","337","2","*","*","*"
"Cabo Rojo","23","Industrias Manufactureras Misceláneas","339","1","*","*","*"
"Cabo Rojo","23","Comercio al por Mayor","42","21","132","573143","4331"
"Cabo Rojo","23","Comercio al Detal","44-45","115","1202","5066062","4214"
"Cabo Rojo","23","Transportación y Almacenamiento ","48-49","6","62","390857","6270"
"Cabo Rojo","23","Información","51","6","66","433141","6596"
"Cabo Rojo","23","Finanzas y Seguros ","52","11","121","991208","8169"
"Cabo Rojo","23","Bienes Raíces, Renta o Arrendamiento ","53","13","25","137191","5415"
"Cabo Rojo","23","Servicios Profesionales y Técnicos ","54","37","98","622669","6332"
"Cabo Rojo","23","Gerencia de Companías y Empresas ","55","0","0","0","0"
"Cabo Rojo","23","Servicios Adm. y Desperdicios Sólidos","56","24","164","655566","4005"
"Cabo Rojo","23","Servicios Educativos ","61","5","477 ","3374801 ","7080 "
"Cabo Rojo","23","Servicios de Salud y Asistencia Social ","62","98","605","3838893","6345"
"Cabo Rojo","23","Arte, Entretenimiento y Recreación ","71","7","48","207876","4331"
"Cabo Rojo","23","Alojamiento y Servicios de Alimentos ","72","129","1199","3874323","3230"
"Cabo Rojo","23","Otros Servicios Excepto Adm. Pública ","81","63","161","577015","3591"
"Cabo Rojo","23","Administración Pública ","92","12","583 ","3029361 ","5193 "
"Cabo Rojo","23","Otros (Establecimientos no Clasificados) ","99","0","0","0","0"
"Caguas","25","Total Municipio Segundo Trimestre 2022 ","","2336","45236","321007681","7096"
"Caguas","25","Agricultura, Bosque, Pesca y Caza","11","17","97","519733","5358"
"Caguas","25","Mineria","21","1","*","*","*"
"Caguas","25","Electricidad, Agua y Gas ","22","7","553","5923157","10705"
"Caguas","25","Construcción ","23","114","1510","11020238","7297"
"Caguas","25","Manufactura","31-33","97","3273","28548408","8722"
"Caguas","25","Alimentos","311","17","245","973469","3968"
"Caguas","25","Productos de Tabaco y Bebidas","312","4","*","*","*"
"Caguas","25","Textiles ","313","0","0","0","0"
"Caguas","25","Productos Textiles Excepto Ropa","314","0","0","0","0"
"Caguas","25","Ropa ","315","3","12","57636","4803"
"Caguas","25","Cuero y Productos Relacionados ","316","1","*","*","*"
"Caguas","25","Productos de Madera","321","2","*","*","*"
"Caguas","25","Papel","322","0","0","0","0"
"Caguas","25","Imprenta e Industrias Relacionadas ","323","10","90","463937","5136"
"Caguas","25","Productos de Petróleo y Carbón ","324","0","0","0","0"
"Caguas","25","Productos Químicos ","325","9","633","7014627","11087"
"Caguas","25","Productos de Goma y Plásticos","326","2","*","*","*"
"Caguas","25","Productos Minerales no Metálicos ","327","3","23","166902","7153"
"Caguas","25","Industrias de Materiales Primarios ","331","2","*","*","*"
"Caguas","25","Productos de Metal ","332","14","232","1192954","5142"
"Caguas","25","Maquinaria ","333","5","186","1654149","8893"
"Caguas","25","Computadora y Productos Electrónicos","334","5","1188","11988450","10091"
"Caguas","25","Equipo y Aparatos Eléctricos ","335","2","*","*","*"
"Caguas","25","Equipo de Transportación ","336","0","0","0","0"
"Caguas","25","Muebles y Productos Relacionados ","337","11","86","636787","7405"
"Caguas","25","Industrias Manufactureras Misceláneas","339","7","315","2608507","8290"
"Caguas","25","Comercio al por Mayor","42","131","2280","19039144","8352"
"Caguas","25","Comercio al Detal","44-45","484","8373","54136421","6466"
"Caguas","25","Transportación y Almacenamiento ","48-49","49","625","6203432","9925"
"Caguas","25","Información","51","25","1184","8092340","6837"
"Caguas","25","Finanzas y Seguros ","52","76","745","8575562","11506"
"Caguas","25","Bienes Raíces, Renta o Arrendamiento ","53","74","976","7174793","7351"
"Caguas","25","Servicios Profesionales y Técnicos ","54","230","2146","22647082","10555"
"Caguas","25","Gerencia de Companías y Empresas ","55","10","533","8224825","15422"
"Caguas","25","Servicios Adm. y Desperdicios Sólidos","56","81","5589","32116395","5746"
"Caguas","25","Servicios Educativos ","61","45","3499 ","22060145 ","6305 "
"Caguas","25","Servicios de Salud y Asistencia Social ","62","434","5210","40604033","7794"
"Caguas","25","Arte, Entretenimiento y Recreación ","71","23","121","621962","5126"
"Caguas","25","Alojamiento y Servicios de Alimentos ","72","242","3866","14552117","3764"
"Caguas","25","Otros Servicios Excepto Adm. Pública ","81","164","863","5186960","6010"
"Caguas","25","Administración Pública ","92","32","3792 ","25759349 ","6792 "
"Caguas","25","Otros (Establecimientos no Clasificados) ","99","0","0","0","0"
"Camuy","27","Total Municipio Segundo Trimestre 2022 ","","366","3909","19657423","5029"
"Camuy","27","Agricultura, Bosque, Pesca y Caza","11","40","195","695253","3572"
"Camuy","27","Mineria","21","0","0","0","0"
"Camuy","27","Electricidad, Agua y Gas ","22","2","*","*","*"
"Camuy","27","Construcción ","23","33","264","1201816","4552"
"Camuy","27","Manufactura","31-33","14","444","1658330","3738"
"Camuy","27","Alimentos","311","5","50","158142","3184"
"Camuy","27","Productos de Tabaco y Bebidas","312","0","0","0","0"
"Camuy","27","Textiles ","313","0","0","0","0"
"Camuy","27","Productos Textiles Excepto Ropa","314","0","0","0","0"
"Camuy","27","Ropa ","315","2","*","*","*"
"Camuy","27","Cuero y Productos Relacionados ","316","0","0","0","0"
"Camuy","27","Productos de Madera","321","0","0","0","0"
"Camuy","27","Papel","322","0","0","0","0"
"Camuy","27","Imprenta e Industrias Relacionadas ","323","1","*","*","*"
"Camuy","27","Productos de Petróleo y Carbón ","324","0","0","0","0"
"Camuy","27","Productos Químicos ","325","0","0","0","0"
"Camuy","27","Productos de Goma y Plásticos","326","0","0","0","0"
"Camuy","27","Productos Minerales no Metálicos ","327","0","0","0","0"
"Camuy","27","Industrias de Materiales Primarios ","331","0","0","0","0"
"Camuy","27","Productos de Metal ","332","4","12","66084","5358"
"Camuy","27","Maquinaria ","333","0","0","0","0"
"Camuy","27","Computadora y Productos Electrónicos","334","0","0","0","0"
"Camuy","27","Equipo y Aparatos Eléctricos ","335","0","0","0","0"
"Camuy","27","Equipo de Transportación ","336","0","0","0","0"
"Camuy","27","Muebles y Productos Relacionados ","337","2","*","*","*"
"Camuy","27","Industrias Manufactureras Misceláneas","339","0","0","0","0"
"Camuy","27","Comercio al por Mayor","42","14","160","577441","3617"
"Camuy","27","Comercio al Detal","44-45","90","525","2553762","4864"
"Camuy","27","Transportación y Almacenamiento ","48-49","11","39","185004","4703"
"Camuy","27","Información","51","3","37","148710","3983"
"Camuy","27","Finanzas y Seguros ","52","6","147","1080520","7350"
"Camuy","27","Bienes Raíces, Renta o Arrendamiento ","53","7","13","63675","4776"
"Camuy","27","Servicios Profesionales y Técnicos ","54","22","67","347233","5157"
"Camuy","27","Gerencia de Companías y Empresas ","55","0","0","0","0"
"Camuy","27","Servicios Adm. y Desperdicios Sólidos","56","8","77","307602","3995"
"Camuy","27","Servicios Educativos ","61","6","501 ","3654922 ","7300 "
"Camuy","27","Servicios de Salud y Asistencia Social ","62","43","397","2472733","6223"
"Camuy","27","Arte, Entretenimiento y Recreación ","71","2","*","*","*"
"Camuy","27","Alojamiento y Servicios de Alimentos ","72","39","411","1100980","2677"
"Camuy","27","Otros Servicios Excepto Adm. Pública ","81","16","52","249679","4771"
"Camuy","27","Administración Pública ","92","10","525 ","2890291 ","5505 "
"Camuy","27","Otros (Establecimientos no Clasificados) ","99","0","0","0","0"
"Canóvanas","29","Total Municipio Segundo Trimestre 2022 ","","362","5276","34112277","6466"
"Canóvanas","29","Agricultura, Bosque, Pesca y Caza","11","4","*","*","*"
"Canóvanas","29","Mineria","21","0","0","0","0"
"Canóvanas","29","Electricidad, Agua y Gas ","22","1","*","*","*"
"Canóvanas","29","Construcción ","23","14","74","393372","5316"
"Canóvanas","29","Manufactura","31-33","19","364","4814948","13228"
"Canóvanas","29","Alimentos","311","5","*","*","*"
"Canóvanas","29","Productos de Tabaco y Bebidas","312","0","0","0","0"
"Canóvanas","29","Textiles ","313","1","*","*","*"
"Canóvanas","29","Productos Textiles Excepto Ropa","314","0","0","0","0"
"Canóvanas","29","Ropa ","315","0","0","0","0"
"Canóvanas","29","Cuero y Productos Relacionados ","316","0","0","0","0"
"Canóvanas","29","Productos de Madera","321","0","0","0","0"
"Canóvanas","29","Papel","322","0","0","0","0"
"Canóvanas","29","Imprenta e Industrias Relacionadas ","323","3","30","214408","7147"
"Canóvanas","29","Productos de Petróleo y Carbón ","324","1","*","*","*"
"Canóvanas","29","Productos Químicos ","325","4","*","*","*"
"Canóvanas","29","Productos de Goma y Plásticos","326","0","0","0","0"
"Canóvanas","29","Productos Minerales no Metálicos ","327","0","0","0","0"
"Canóvanas","29","Industrias de Materiales Primarios ","331","2","*","*","*"
"Canóvanas","29","Productos de Metal ","332","2","*","*","*"
"Canóvanas","29","Maquinaria ","333","0","0","0","0"
