MUNICIPIO,CTY,INDUSTRIA,NAICS,UNIDADES, EMPLEO PROMEDIO , SALRIO Total Municipio Tercer  Trimestre 2021 , Promedio 
Arroyo,15,Otros Servicios Excepto Adm. Pública     ,81,7, 19 ," 58,559 "," 3,029 "
Arroyo,15,Administración Pública                   ,92,9, 476 ," 2,582,330 "," 5,429 "
Arroyo,15,Otros (Establecimientos no Clasificados) ,99,0, -   , -   , -   
Barceloneta,17,Total Municipio Tercer Trimestre 2021 ,,283," 10,324 "," 77,962,295 "," 7,552 "
Barceloneta,17,"Agricultura, Bosque, Pesca y Caza        ",11,1, * , * , * 
Barceloneta,17,Mineria                                  ,21,0, -   , -   , -   
Barceloneta,17,"Electricidad, Agua y Gas                 ",22,1, * , * , * 
Barceloneta,17,Construcción                             ,23,25, 507 ," 2,935,423 "," 5,790 "
Barceloneta,17,Manufactura                              ,31-33,19," 2,818 "," 34,920,896 "," 12,394 "
Barceloneta,17,Alimentos                                ,311,6, * , * , * 
Barceloneta,17,Productos de Tabaco y Bebidas            ,312,1, * , * , * 
Barceloneta,17,Textiles                                 ,313,0, -   , -   , -   
Barceloneta,17,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
Barceloneta,17,Ropa                                     ,315,0, -   , -   , -   
Barceloneta,17,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Barceloneta,17,Productos de Madera                      ,321,0, -   , -   , -   
Barceloneta,17,Papel                                    ,322,0, -   , -   , -   
Barceloneta,17,Imprenta e Industrias Relacionadas       ,323,0, -   , -   , -   
Barceloneta,17,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
Barceloneta,17,Productos Químicos                       ,325,6," 1,406 "," 23,858,685 "," 16,973 "
Barceloneta,17,Productos de Goma y Plásticos            ,326,1, * , * , * 
Barceloneta,17,Productos Minerales no Metálicos         ,327,0, -   , -   , -   
Barceloneta,17,Industrias de Materiales Primarios       ,331,1, * , * , * 
Barceloneta,17,Productos de Metal                       ,332,1, * , * , * 
Barceloneta,17,Maquinaria                               ,333,1, * , * , * 
Barceloneta,17,Computadora y Productos Electrónicos    ,334,1, * , * , * 
Barceloneta,17,Equipo y Aparatos Eléctricos             ,335,0, -   , -   , -   
Barceloneta,17,Equipo de Transportación                 ,336,0, -   , -   , -   
Barceloneta,17,Muebles y Productos Relacionados         ,337,1, * , * , * 
Barceloneta,17,Industrias Manufactureras Misceláneas    ,339,0, -   , -   , -   
Barceloneta,17,Comercio al por Mayor                    ,42,11, 302 ," 4,057,765 "," 13,421 "
Barceloneta,17,Comercio al Detal                        ,44-45,77," 2,036 "," 10,983,274 "," 5,395 "
Barceloneta,17,Transportación y Almacenamiento           ,48-49,4, 36 ," 323,115 "," 9,059 "
Barceloneta,17,Información                              ,51,3, 60 ," 373,675 "," 6,228 "
Barceloneta,17,Finanzas y Seguros                       ,52,7, 55 ," 296,514 "," 5,424 "
Barceloneta,17,"Bienes Raíces, Renta o Arrendamiento     ",53,6, 55 ," 370,146 "," 6,689 "
Barceloneta,17,Servicios Profesionales y Técnicos       ,54,12, 81 ," 549,835 "," 6,816 "
Barceloneta,17,Gerencia de Companías y Empresas         ,55,0, -   , -   , -   
Barceloneta,17,Servicios Adm. y Desperdicios Sólidos    ,56,6," 1,360 "," 6,795,067 "," 4,995 "
Barceloneta,17,Servicios Educativos                     ,61,5, 307 ," 1,970,609 "," 6,419 "
Barceloneta,17,Servicios de Salud y Asistencia Social   ,62,31, 935 ," 5,367,702 "," 5,743 "
Barceloneta,17,"Arte, Entretenimiento y Recreación       ",71,0, -   , -   , -   
Barceloneta,17,Alojamiento y Servicios de Alimentos     ,72,48, 808 ," 2,488,256 "," 3,078 "
Barceloneta,17,Otros Servicios Excepto Adm. Pública     ,81,15, 56 ," 237,298 "," 4,263 "
Barceloneta,17,Administración Pública                   ,92,12, 887 ," 6,130,837 "," 6,909 "
Barceloneta,17,Otros (Establecimientos no Clasificados) ,99,0, -   , -   , -   
Barranquitas,19,Total Municipio Tercer Trimestre 2021 ,,334," 2,891 "," 16,214,973 "," 5,608 "
Barranquitas,19,"Agricultura, Bosque, Pesca y Caza        ",11,46, 105 ," 252,538 "," 2,413 "
Barranquitas,19,Mineria                                  ,21,0, -   , -   , -   
Barranquitas,19,"Electricidad, Agua y Gas                 ",22,2, * , * , * 
Barranquitas,19,Construcción                             ,23,32, 109 ," 466,301 "," 4,278 "
Barranquitas,19,Manufactura                              ,31-33,15, 165 ," 628,857 "," 3,819 "
Barranquitas,19,Alimentos                                ,311,9, 52 ," 135,727 "," 2,594 "
Barranquitas,19,Productos de Tabaco y Bebidas            ,312,1, * , * , * 
Barranquitas,19,Textiles                                 ,313,0, -   , -   , -   
Barranquitas,19,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
Barranquitas,19,Ropa                                     ,315,0, -   , -   , -   
Barranquitas,19,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Barranquitas,19,Productos de Madera                      ,321,1, * , * , * 
Barranquitas,19,Papel                                    ,322,0, -   , -   , -   
Barranquitas,19,Imprenta e Industrias Relacionadas       ,323,0, -   , -   , -   
Barranquitas,19,Productos de Petróleo y Carbón           ,324,1, * , * , * 
Barranquitas,19,Productos Químicos                       ,325,0, -   , -   , -   
Barranquitas,19,Productos de Goma y Plásticos            ,326,0, -   , -   , -   
Barranquitas,19,Productos Minerales no Metálicos         ,327,1, * , * , * 
Barranquitas,19,Industrias de Materiales Primarios       ,331,0, -   , -   , -   
Barranquitas,19,Productos de Metal                       ,332,2, * , * , * 
Barranquitas,19,Maquinaria                               ,333,0, -   , -   , -   
Barranquitas,19,Computadora y Productos Electrónicos    ,334,0, -   , -   , -   
Barranquitas,19,Equipo y Aparatos Eléctricos             ,335,0, -   , -   , -   
Barranquitas,19,Equipo de Transportación                 ,336,0, -   , -   , -   
Barranquitas,19,Muebles y Productos Relacionados         ,337,0, -   , -   , -   
Barranquitas,19,Industrias Manufactureras Misceláneas    ,339,0, -   , -   , -   
Barranquitas,19,Comercio al por Mayor                    ,42,8, 35 ," 155,795 "," 4,451 "
Barranquitas,19,Comercio al Detal                        ,44-45,74, 565 ," 2,892,101 "," 5,122 "
Barranquitas,19,Transportación y Almacenamiento           ,48-49,7, 23 ," 149,863 "," 6,612 "
Barranquitas,19,Información                              ,51,3, 21 ," 198,447 "," 9,450 "
Barranquitas,19,Finanzas y Seguros                       ,52,8, 160 ," 1,154,931 "," 7,218 "
Barranquitas,19,"Bienes Raíces, Renta o Arrendamiento     ",53,8, 33 ," 200,587 "," 6,078 "
Barranquitas,19,Servicios Profesionales y Técnicos       ,54,14, 55 ," 319,902 "," 5,816 "
Barranquitas,19,Gerencia de Companías y Empresas         ,55,0, -   , -   , -   
Barranquitas,19,Servicios Adm. y Desperdicios Sólidos    ,56,7, 45 ," 285,940 "," 6,402 "
Barranquitas,19,Servicios Educativos                     ,61,3, 631 ," 4,147,038 "," 6,576 "
Barranquitas,19,Servicios de Salud y Asistencia Social   ,62,33, 265 ," 1,987,249 "," 7,508 "
Barranquitas,19,"Arte, Entretenimiento y Recreación       ",71,2, * , * , * 
Barranquitas,19,Alojamiento y Servicios de Alimentos     ,72,42, 269 ," 896,730 "," 3,329 "
Barranquitas,19,Otros Servicios Excepto Adm. Pública     ,81,17, 50 ," 225,742 "," 4,485 "
Barranquitas,19,Administración Pública                   ,92,13, 321 ," 1,588,311 "," 4,953 "
Barranquitas,19,Otros (Establecimientos no Clasificados) ,99,0, -   , -   , -   
Bayamón,21,Total Municipio Tercer Trimestre 2021 ,,"2,941"," 52,726 "," 365,852,300 "," 6,939 "
Bayamón,21,"Agricultura, Bosque, Pesca y Caza        ",11,7, * , * , * 
Bayamón,21,Mineria                                  ,21,0, -   , -   , -   
Bayamón,21,"Electricidad, Agua y Gas                 ",22,2, * , * , * 
Bayamón,21,Construcción                             ,23,131," 1,195 "," 7,806,388 "," 6,534 "
Bayamón,21,Manufactura                              ,31-33,150," 2,394 "," 16,067,708 "," 6,713 "
Bayamón,21,Alimentos                                ,311,53," 1,131 "," 7,124,536 "," 6,297 "
Bayamón,21,Productos de Tabaco y Bebidas            ,312,3, 43 ," 435,212 "," 10,043 "
Bayamón,21,Textiles                                 ,313,0, -   , -   , -   
Bayamón,21,Productos Textiles Excepto Ropa          ,314,2, * , * , * 
Bayamón,21,Ropa                                     ,315,4, 78 ," 553,886 "," 7,132 "
Bayamón,21,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Bayamón,21,Productos de Madera                      ,321,1, * , * , * 
Bayamón,21,Papel                                    ,322,3, 88 ," 548,607 "," 6,211 "
Bayamón,21,Imprenta e Industrias Relacionadas       ,323,13, 31 ," 160,204 "," 5,113 "
Bayamón,21,Productos de Petróleo y Carbón           ,324,2, * , * , * 
Bayamón,21,Productos Químicos                       ,325,7, 227 ," 1,595,332 "," 7,038 "
Bayamón,21,Productos de Goma y Plásticos            ,326,1, * , * , * 
Bayamón,21,Productos Minerales no Metálicos         ,327,2, * , * , * 
Bayamón,21,Industrias de Materiales Primarios       ,331,4, 61 ," 472,415 "," 7,745 "
Bayamón,21,Productos de Metal                       ,332,20, 357 ," 2,601,332 "," 7,280 "
Bayamón,21,Maquinaria                               ,333,8, 50 ," 416,747 "," 8,391 "
Bayamón,21,Computadora y Productos Electrónicos    ,334,1, * , * , * 
Bayamón,21,Equipo y Aparatos Eléctricos             ,335,0, -   , -   , -   
Bayamón,21,Equipo de Transportación                 ,336,2, * , * , * 
Bayamón,21,Muebles y Productos Relacionados         ,337,10, 67 ," 379,009 "," 5,629 "
Bayamón,21,Industrias Manufactureras Misceláneas    ,339,14, 132 ," 828,192 "," 6,258 "
Bayamón,21,Comercio al por Mayor                    ,42,178," 4,575 "," 45,001,568 "," 9,837 "
Bayamón,21,Comercio al Detal                        ,44-45,662," 11,046 "," 67,659,247 "," 6,125 "
Bayamón,21,Transportación y Almacenamiento           ,48-49,103, 533 ," 4,879,283 "," 9,154 "
Bayamón,21,Información                              ,51,30, 431 ," 4,329,924 "," 10,038 "
Bayamón,21,Finanzas y Seguros                       ,52,78, 687 ," 5,661,870 "," 8,237 "
Bayamón,21,"Bienes Raíces, Renta o Arrendamiento     ",53,85, 501 ," 3,519,914 "," 7,030 "
Bayamón,21,Servicios Profesionales y Técnicos       ,54,200," 2,234 "," 15,568,051 "," 6,970 "
Bayamón,21,Gerencia de Companías y Empresas         ,55,12, 734 ," 7,487,262 "," 10,196 "
Bayamón,21,Servicios Adm. y Desperdicios Sólidos    ,56,136," 3,610 "," 16,299,145 "," 4,515 "
Bayamón,21,Servicios Educativos                     ,61,68," 5,246 "," 37,092,877 "," 7,071 "
Bayamón,21,Servicios de Salud y Asistencia Social   ,62,570," 6,536 "," 47,000,487 "," 7,191 "
Bayamón,21,"Arte, Entretenimiento y Recreación       ",71,22, 162 ," 932,060 "," 5,742 "
Bayamón,21,Alojamiento y Servicios de Alimentos     ,72,285," 4,322 "," 15,016,543 "," 3,474 "
Bayamón,21,Otros Servicios Excepto Adm. Pública     ,81,193," 1,083 "," 7,185,095 "," 6,634 "
Bayamón,21,Administración Pública                   ,92,27," 6,984 "," 59,310,328 "," 8,492 "
Bayamón,21,Otros (Establecimientos no Clasificados) ,99,2, * , * , * 
Cabo Rojo,23,Total Municipio Tercer Trimestre 2021 ,,590," 6,477 "," 29,176,465 "," 4,504 "
Cabo Rojo,23,"Agricultura, Bosque, Pesca y Caza        ",11,28, 131 ," 392,203 "," 2,994 "
Cabo Rojo,23,Mineria                                  ,21,2, * , * , * 
Cabo Rojo,23,"Electricidad, Agua y Gas                 ",22,1, * , * , * 
Cabo Rojo,23,Construcción                             ,23,18, 176 ," 896,558 "," 5,094 "
Cabo Rojo,23,Manufactura                              ,31-33,25, * , * , * 
Cabo Rojo,23,Alimentos                                ,311,13, 71 ," 188,897 "," 2,673 "
Cabo Rojo,23,Productos de Tabaco y Bebidas            ,312,3, 21 ," 59,114 "," 2,771 "
Cabo Rojo,23,Textiles                                 ,313,0, -   , -   , -   
Cabo Rojo,23,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
Cabo Rojo,23,Ropa                                     ,315,1, * , * , * 
Cabo Rojo,23,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Cabo Rojo,23,Productos de Madera                      ,321,1, * , * , * 
Cabo Rojo,23,Papel                                    ,322,0, -   , -   , -   
Cabo Rojo,23,Imprenta e Industrias Relacionadas       ,323,0, -   , -   , -   
Cabo Rojo,23,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
Cabo Rojo,23,Productos Químicos                       ,325,2, * , * , * 
Cabo Rojo,23,Productos de Goma y Plásticos            ,326,0, -   , -   , -   
Cabo Rojo,23,Productos Minerales no Metálicos         ,327,0, -   , -   , -   
Cabo Rojo,23,Industrias de Materiales Primarios       ,331,0, -   , -   , -   
Cabo Rojo,23,Productos de Metal                       ,332,2, * , * , * 
Cabo Rojo,23,Maquinaria                               ,333,0, -   , -   , -   
Cabo Rojo,23,Computadora y Productos Electrónicos    ,334,0, -   , -   , -   
Cabo Rojo,23,Equipo y Aparatos Eléctricos             ,335,0, -   , -   , -   
Cabo Rojo,23,Equipo de Transportación                 ,336,0, -   , -   , -   
Cabo Rojo,23,Muebles y Productos Relacionados         ,337,2, * , * , * 
Cabo Rojo,23,Industrias Manufactureras Misceláneas    ,339,1, * , * , * 
Cabo Rojo,23,Comercio al por Mayor                    ,42,21, 125 ," 555,522 "," 4,432 "
Cabo Rojo,23,Comercio al Detal                        ,44-45,110," 1,101 "," 4,352,902 "," 3,955 "
Cabo Rojo,23,Transportación y Almacenamiento           ,48-49,5, 75 ," 753,264 "," 9,999 "
Cabo Rojo,23,Información                              ,51,5, 48 ," 331,453 "," 6,905 "
Cabo Rojo,23,Finanzas y Seguros                       ,52,12, 111 ," 749,466 "," 6,772 "
Cabo Rojo,23,"Bienes Raíces, Renta o Arrendamiento     ",53,12, 27 ," 128,224 "," 4,749 "
Cabo Rojo,23,Servicios Profesionales y Técnicos       ,54,25, 90 ," 445,147 "," 4,964 "
Cabo Rojo,23,Gerencia de Companías y Empresas         ,55,0, -   , -   , -   
Cabo Rojo,23,Servicios Adm. y Desperdicios Sólidos    ,56,23, 307 ," 1,460,889 "," 4,759 "
Cabo Rojo,23,Servicios Educativos                     ,61,7, 471 ," 3,157,998 "," 6,710 "
Cabo Rojo,23,Servicios de Salud y Asistencia Social   ,62,98, 573 ," 3,565,930 "," 6,227 "
Cabo Rojo,23,"Arte, Entretenimiento y Recreación       ",71,5, 50 ," 193,055 "," 3,887 "
Cabo Rojo,23,Alojamiento y Servicios de Alimentos     ,72,118," 1,108 "," 3,416,143 "," 3,082 "
Cabo Rojo,23,Otros Servicios Excepto Adm. Pública     ,81,61, 154 ," 485,510 "," 3,153 "
Cabo Rojo,23,Administración Pública                   ,92,13, 575 ," 2,689,706 "," 4,678 "
Cabo Rojo,23,Otros (Establecimientos no Clasificados) ,99,1, * , * , * 
Caguas,25,Total Municipio Tercer Trimestre 2021 ,,"2,272"," 44,598 "," 298,999,965 "," 6,704 "
Caguas,25,"Agricultura, Bosque, Pesca y Caza        ",11,15, 40 ," 130,922 "," 3,301 "
Caguas,25,Mineria                                  ,21,1, * , * , * 
Caguas,25,"Electricidad, Agua y Gas                 ",22,7, 572 ," 5,874,125 "," 10,275 "
Caguas,25,Construcción                             ,23,108," 1,215 "," 8,896,659 "," 7,324 "
Caguas,25,Manufactura                              ,31-33,91," 3,150 "," 26,709,461 "," 8,478 "
Caguas,25,Alimentos                                ,311,14, 264 ," 931,800 "," 3,534 "
Caguas,25,Productos de Tabaco y Bebidas            ,312,5, 74 ," 445,698 "," 6,050 "
Caguas,25,Textiles                                 ,313,0, -   , -   , -   
Caguas,25,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
Caguas,25,Ropa                                     ,315,3, 12 ," 57,402 "," 4,784 "
Caguas,25,Cuero y Productos Relacionados           ,316,1, * , * , * 
Caguas,25,Productos de Madera                      ,321,2, * , * , * 
Caguas,25,Papel                                    ,322,0, -   , -   , -   
Caguas,25,Imprenta e Industrias Relacionadas       ,323,10, 79 ," 402,289 "," 5,092 "
Caguas,25,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
Caguas,25,Productos Químicos                       ,325,10, 671 ," 8,458,242 "," 12,612 "
Caguas,25,Productos de Goma y Plásticos            ,326,2, * , * , * 
Caguas,25,Productos Minerales no Metálicos         ,327,3, 20 ," 140,044 "," 7,121 "
Caguas,25,Industrias de Materiales Primarios       ,331,2, * , * , * 
Caguas,25,Productos de Metal                       ,332,13, 209 ," 981,048 "," 4,694 "
Caguas,25,Maquinaria                               ,333,5, 185 ," 1,518,726 "," 8,224 "
Caguas,25,Computadora y Productos Electrónicos    ,334,4," 1,080 "," 9,536,797 "," 8,833 "
Caguas,25,Equipo y Aparatos Eléctricos             ,335,2, * , * , * 
Caguas,25,Equipo de Transportación                 ,336,0, -   , -   , -   
Caguas,25,Muebles y Productos Relacionados         ,337,9, 72 ," 566,536 "," 7,905 "
Caguas,25,Industrias Manufactureras Misceláneas    ,339,6, 304 ," 2,600,651 "," 8,555 "
Caguas,25,Comercio al por Mayor                    ,42,133," 2,279 "," 19,754,210 "," 8,669 "
Caguas,25,Comercio al Detal                        ,44-45,479," 8,363 "," 50,681,484 "," 6,060 "
Caguas,25,Transportación y Almacenamiento           ,48-49,45, 569 ," 4,958,403 "," 8,709 "
