MUNICIPIO,CTY,INDUSTRIA,NAICS,UNIDADES, EMPLEO PROMEDIO , SALRIO Total Municipio Primer Trimestre 2021 , Promedio 
Arroyo,15,Alojamiento y Servicios de Alimentos     ,72,16, 152 ," 492,252 "," 3,246 "
Arroyo,15,Otros Servicios Excepto Adm. Pública     ,81,7, 15 ," 59,012 "," 3,849 "
Arroyo,15,Administración Pública                   ,92,10, 420 ," 1,967,047 "," 4,687 "
Arroyo,15,Otros (Establecimientos no Clasificados) ,99,0, -   , -   , -   
Barceloneta,17,Total Municipio Primer Trimestre 2021 ,,278," 10,059 "," 89,920,872 "," 8,940 "
Barceloneta,17,"Agricultura, Bosque, Pesca y Caza        ",11,2, * , * , * 
Barceloneta,17,Mineria                                  ,21,0, -   , -   , -   
Barceloneta,17,"Electricidad, Agua y Gas                 ",22,1, * , * , * 
Barceloneta,17,Construcción                             ,23,25, 514 ," 2,494,646 "," 4,857 "
Barceloneta,17,Manufactura                              ,31-33,18," 2,824 "," 52,299,821 "," 18,518 "
Barceloneta,17,Alimentos                                ,311,6, * , * , * 
Barceloneta,17,Productos de Tabaco y Bebidas            ,312,0, -   , -   , -   
Barceloneta,17,Textiles                                 ,313,0, -   , -   , -   
Barceloneta,17,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
Barceloneta,17,Ropa                                     ,315,0, -   , -   , -   
Barceloneta,17,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Barceloneta,17,Productos de Madera                      ,321,0, -   , -   , -   
Barceloneta,17,Papel                                    ,322,0, -   , -   , -   
Barceloneta,17,Imprenta e Industrias Relacionadas       ,323,0, -   , -   , -   
Barceloneta,17,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
Barceloneta,17,Productos Químicos                       ,325,6," 1,383 "," 40,470,815 "," 29,256 "
Barceloneta,17,Productos de Goma y Plásticos            ,326,1, * , * , * 
Barceloneta,17,Productos Minerales no Metálicos         ,327,0, -   , -   , -   
Barceloneta,17,Industrias de Materiales Primarios       ,331,1, * , * , * 
Barceloneta,17,Productos de Metal                       ,332,1, * , * , * 
Barceloneta,17,Maquinaria                               ,333,1, * , * , * 
Barceloneta,17,Computadora y Productos Electrónicos    ,334,1, * , * , * 
Barceloneta,17,Equipo y Aparatos Eléctricos             ,335,0, -   , -   , -   
Barceloneta,17,Equipo de Transportación                 ,336,0, -   , -   , -   
Barceloneta,17,Muebles y Productos Relacionados         ,337,1, * , * , * 
Barceloneta,17,Industrias Manufactureras Misceláneas    ,339,0, -   , -   , -   
Barceloneta,17,Comercio al por Mayor                    ,42,12, 304 ," 3,727,576 "," 12,262 "
Barceloneta,17,Comercio al Detal                        ,44-45,77," 1,958 "," 9,590,415 "," 4,898 "
Barceloneta,17,Transportación y Almacenamiento           ,48-49,4, 34 ," 319,055 "," 9,293 "
Barceloneta,17,Información                              ,51,3, 46 ," 487,255 "," 10,593 "
Barceloneta,17,Finanzas y Seguros                       ,52,8, 52 ," 272,921 "," 5,215 "
Barceloneta,17,"Bienes Raíces, Renta o Arrendamiento     ",53,6, 52 ," 369,195 "," 7,100 "
Barceloneta,17,Servicios Profesionales y Técnicos       ,54,12, 73 ," 502,828 "," 6,857 "
Barceloneta,17,Gerencia de Companías y Empresas         ,55,0, -   , -   , -   
Barceloneta,17,Servicios Adm. y Desperdicios Sólidos    ,56,6," 1,301 "," 5,886,951 "," 4,525 "
Barceloneta,17,Servicios Educativos                     ,61,5, 312 ," 2,019,029 "," 6,464 "
Barceloneta,17,Servicios de Salud y Asistencia Social   ,62,28, 870 ," 5,027,950 "," 5,777 "
Barceloneta,17,"Arte, Entretenimiento y Recreación       ",71,0, -   , -   , -   
Barceloneta,17,Alojamiento y Servicios de Alimentos     ,72,46, 747 ," 2,228,986 "," 2,985 "
Barceloneta,17,Otros Servicios Excepto Adm. Pública     ,81,13, 45 ," 150,669 "," 3,324 "
Barceloneta,17,Administración Pública                   ,92,12, 886 ," 4,275,455 "," 4,826 "
Barceloneta,17,Otros (Establecimientos no Clasificados) ,99,0, -   , -   , -   
Barranquitas,19,Total Municipio Primer Trimestre 2021 ,,323," 2,883 "," 15,811,686 "," 5,485 "
Barranquitas,19,"Agricultura, Bosque, Pesca y Caza        ",11,46, 95 ," 217,704 "," 2,300 "
Barranquitas,19,Mineria                                  ,21,0, -   , -   , -   
Barranquitas,19,"Electricidad, Agua y Gas                 ",22,2, * , * , * 
Barranquitas,19,Construcción                             ,23,27, 99 ," 429,876 "," 4,357 "
Barranquitas,19,Manufactura                              ,31-33,16, 177 ," 623,377 "," 3,522 "
Barranquitas,19,Alimentos                                ,311,9, 50 ," 134,883 "," 2,716 "
Barranquitas,19,Productos de Tabaco y Bebidas            ,312,1, * , * , * 
Barranquitas,19,Textiles                                 ,313,0, -   , -   , -   
Barranquitas,19,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
Barranquitas,19,Ropa                                     ,315,0, -   , -   , -   
Barranquitas,19,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Barranquitas,19,Productos de Madera                      ,321,1, * , * , * 
Barranquitas,19,Papel                                    ,322,0, -   , -   , -   
Barranquitas,19,Imprenta e Industrias Relacionadas       ,323,0, -   , -   , -   
Barranquitas,19,Productos de Petróleo y Carbón           ,324,1, * , * , * 
Barranquitas,19,Productos Químicos                       ,325,1, * , * , * 
Barranquitas,19,Productos de Goma y Plásticos            ,326,0, -   , -   , -   
Barranquitas,19,Productos Minerales no Metálicos         ,327,1, * , * , * 
Barranquitas,19,Industrias de Materiales Primarios       ,331,0, -   , -   , -   
Barranquitas,19,Productos de Metal                       ,332,2, * , * , * 
Barranquitas,19,Maquinaria                               ,333,0, -   , -   , -   
Barranquitas,19,Computadora y Productos Electrónicos    ,334,0, -   , -   , -   
Barranquitas,19,Equipo y Aparatos Eléctricos             ,335,0, -   , -   , -   
Barranquitas,19,Equipo de Transportación                 ,336,0, -   , -   , -   
Barranquitas,19,Muebles y Productos Relacionados         ,337,0, -   , -   , -   
Barranquitas,19,Industrias Manufactureras Misceláneas    ,339,0, -   , -   , -   
Barranquitas,19,Comercio al por Mayor                    ,42,8, 37 ," 154,154 "," 4,166 "
Barranquitas,19,Comercio al Detal                        ,44-45,74, 519 ," 2,355,587 "," 4,539 "
Barranquitas,19,Transportación y Almacenamiento           ,48-49,5, 12 ," 127,630 "," 10,636 "
Barranquitas,19,Información                              ,51,3, 20 ," 149,987 "," 7,626 "
Barranquitas,19,Finanzas y Seguros                       ,52,7, 156 ," 1,019,659 "," 6,550 "
Barranquitas,19,"Bienes Raíces, Renta o Arrendamiento     ",53,8, 27 ," 153,903 "," 5,631 "
Barranquitas,19,Servicios Profesionales y Técnicos       ,54,16, 52 ," 267,456 "," 5,177 "
Barranquitas,19,Gerencia de Companías y Empresas         ,55,0, -   , -   , -   
Barranquitas,19,Servicios Adm. y Desperdicios Sólidos    ,56,6, 48 ," 391,527 "," 8,214 "
Barranquitas,19,Servicios Educativos                     ,61,3, 671 ," 4,479,158 "," 6,672 "
Barranquitas,19,Servicios de Salud y Asistencia Social   ,62,32, 255 ," 1,633,694 "," 6,407 "
Barranquitas,19,"Arte, Entretenimiento y Recreación       ",71,0, -   , -   , -   
Barranquitas,19,Alojamiento y Servicios de Alimentos     ,72,37, 239 ," 726,004 "," 3,038 "
Barranquitas,19,Otros Servicios Excepto Adm. Pública     ,81,20, 56 ," 217,559 "," 3,908 "
Barranquitas,19,Administración Pública                   ,92,13, 325 ," 1,728,944 "," 5,314 "
Barranquitas,19,Otros (Establecimientos no Clasificados) ,99,0, -   , -   , -   
Bayamón,21,Total Municipio Primer Trimestre 2021 ,,"2,938"," 50,863 "," 335,882,905 "," 6,604 "
Bayamón,21,"Agricultura, Bosque, Pesca y Caza        ",11,7, * , * , * 
Bayamón,21,Mineria                                  ,21,0, -   , -   , -   
Bayamón,21,"Electricidad, Agua y Gas                 ",22,2, * , * , * 
Bayamón,21,Construcción                             ,23,126," 1,016 "," 5,892,376 "," 5,798 "
Bayamón,21,Manufactura                              ,31-33,148," 2,251 "," 14,747,156 "," 6,552 "
Bayamón,21,Alimentos                                ,311,51," 1,035 "," 6,874,294 "," 6,642 "
Bayamón,21,Productos de Tabaco y Bebidas            ,312,3, 48 ," 416,779 "," 8,744 "
Bayamón,21,Textiles                                 ,313,0, -   , -   , -   
Bayamón,21,Productos Textiles Excepto Ropa          ,314,2, * , * , * 
Bayamón,21,Ropa                                     ,315,4, 76 ," 454,764 "," 5,984 "
Bayamón,21,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Bayamón,21,Productos de Madera                      ,321,1, * , * , * 
Bayamón,21,Papel                                    ,322,3, 84 ," 505,206 "," 6,038 "
Bayamón,21,Imprenta e Industrias Relacionadas       ,323,13, 33 ," 149,936 "," 4,498 "
Bayamón,21,Productos de Petróleo y Carbón           ,324,2, * , * , * 
Bayamón,21,Productos Químicos                       ,325,7, 223 ," 1,401,203 "," 6,293 "
Bayamón,21,Productos de Goma y Plásticos            ,326,2, * , * , * 
Bayamón,21,Productos Minerales no Metálicos         ,327,2, * , * , * 
Bayamón,21,Industrias de Materiales Primarios       ,331,3, 53 ," 388,117 "," 7,277 "
Bayamón,21,Productos de Metal                       ,332,21, 324 ," 2,161,061 "," 6,677 "
Bayamón,21,Maquinaria                               ,333,8, 50 ," 415,413 "," 8,364 "
Bayamón,21,Computadora y Productos Electrónicos    ,334,1, * , * , * 
Bayamón,21,Equipo y Aparatos Eléctricos             ,335,1, * , * , * 
Bayamón,21,Equipo de Transportación                 ,336,2, * , * , * 
Bayamón,21,Muebles y Productos Relacionados         ,337,9, 61 ," 345,421 "," 5,632 "
Bayamón,21,Industrias Manufactureras Misceláneas    ,339,13, 107 ," 628,340 "," 5,891 "
Bayamón,21,Comercio al por Mayor                    ,42,178," 4,330 "," 45,777,506 "," 10,573 "
Bayamón,21,Comercio al Detal                        ,44-45,660," 10,394 "," 62,080,743 "," 5,973 "
Bayamón,21,Transportación y Almacenamiento           ,48-49,105, 497 ," 4,560,309 "," 9,182 "
Bayamón,21,Información                              ,51,28, 395 ," 5,047,224 "," 12,789 "
Bayamón,21,Finanzas y Seguros                       ,52,75, 702 ," 5,492,854 "," 7,821 "
Bayamón,21,"Bienes Raíces, Renta o Arrendamiento     ",53,84, 459 ," 2,871,538 "," 6,261 "
Bayamón,21,Servicios Profesionales y Técnicos       ,54,206," 2,180 "," 14,419,600 "," 6,613 "
Bayamón,21,Gerencia de Companías y Empresas         ,55,12, 766 ," 6,479,022 "," 8,455 "
Bayamón,21,Servicios Adm. y Desperdicios Sólidos    ,56,137," 3,276 "," 14,886,138 "," 4,544 "
Bayamón,21,Servicios Educativos                     ,61,65," 5,389 "," 37,603,113 "," 6,978 "
Bayamón,21,Servicios de Salud y Asistencia Social   ,62,575," 6,478 "," 42,122,189 "," 6,502 "
Bayamón,21,"Arte, Entretenimiento y Recreación       ",71,20, 181 ," 443,350 "," 2,449 "
Bayamón,21,Alojamiento y Servicios de Alimentos     ,72,286," 4,173 "," 12,726,994 "," 3,050 "
Bayamón,21,Otros Servicios Excepto Adm. Pública     ,81,197," 1,052 "," 6,585,471 "," 6,258 "
Bayamón,21,Administración Pública                   ,92,27," 6,985 "," 51,395,663 "," 7,358 "
Bayamón,21,Otros (Establecimientos no Clasificados) ,99,0, -   , -   , -   
Cabo Rojo,23,Total Municipio Primer Trimestre 2021 ,,573," 5,917 "," 24,506,822 "," 4,142 "
Cabo Rojo,23,"Agricultura, Bosque, Pesca y Caza        ",11,25, 115 ," 362,034 "," 3,139 "
Cabo Rojo,23,Mineria                                  ,21,2, * , * , * 
Cabo Rojo,23,"Electricidad, Agua y Gas                 ",22,1, * , * , * 
Cabo Rojo,23,Construcción                             ,23,20, 150 ," 691,195 "," 4,608 "
Cabo Rojo,23,Manufactura                              ,31-33,28, * , * , * 
Cabo Rojo,23,Alimentos                                ,311,14, 79 ," 175,856 "," 2,217 "
Cabo Rojo,23,Productos de Tabaco y Bebidas            ,312,3, 23 ," 56,211 "," 2,480 "
Cabo Rojo,23,Textiles                                 ,313,0, -   , -   , -   
Cabo Rojo,23,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
Cabo Rojo,23,Ropa                                     ,315,2, * , * , * 
Cabo Rojo,23,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Cabo Rojo,23,Productos de Madera                      ,321,1, * , * , * 
Cabo Rojo,23,Papel                                    ,322,0, -   , -   , -   
Cabo Rojo,23,Imprenta e Industrias Relacionadas       ,323,0, -   , -   , -   
Cabo Rojo,23,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
Cabo Rojo,23,Productos Químicos                       ,325,2, * , * , * 
Cabo Rojo,23,Productos de Goma y Plásticos            ,326,0, -   , -   , -   
Cabo Rojo,23,Productos Minerales no Metálicos         ,327,0, -   , -   , -   
Cabo Rojo,23,Industrias de Materiales Primarios       ,331,0, -   , -   , -   
Cabo Rojo,23,Productos de Metal                       ,332,2, * , * , * 
Cabo Rojo,23,Maquinaria                               ,333,0, -   , -   , -   
Cabo Rojo,23,Computadora y Productos Electrónicos    ,334,0, -   , -   , -   
Cabo Rojo,23,Equipo y Aparatos Eléctricos             ,335,0, -   , -   , -   
Cabo Rojo,23,Equipo de Transportación                 ,336,0, -   , -   , -   
Cabo Rojo,23,Muebles y Productos Relacionados         ,337,3, * , * , * 
Cabo Rojo,23,Industrias Manufactureras Misceláneas    ,339,1, * , * , * 
Cabo Rojo,23,Comercio al por Mayor                    ,42,21, 128 ," 589,601 "," 4,606 "
Cabo Rojo,23,Comercio al Detal                        ,44-45,104," 1,039 "," 3,494,118 "," 3,362 "
Cabo Rojo,23,Transportación y Almacenamiento           ,48-49,5, 61 ," 671,710 "," 11,012 "
Cabo Rojo,23,Información                              ,51,5, 46 ," 307,148 "," 6,677 "
Cabo Rojo,23,Finanzas y Seguros                       ,52,11, 109 ," 729,914 "," 6,717 "
Cabo Rojo,23,"Bienes Raíces, Renta o Arrendamiento     ",53,11, 25 ," 111,204 "," 4,448 "
Cabo Rojo,23,Servicios Profesionales y Técnicos       ,54,23, 82 ," 498,601 "," 6,056 "
Cabo Rojo,23,Gerencia de Companías y Empresas         ,55,0, -   , -   , -   
Cabo Rojo,23,Servicios Adm. y Desperdicios Sólidos    ,56,23, 217 ," 839,266 "," 3,862 "
Cabo Rojo,23,Servicios Educativos                     ,61,6, 492 ," 3,238,106 "," 6,582 "
Cabo Rojo,23,Servicios de Salud y Asistencia Social   ,62,96, 517 ," 3,090,212 "," 5,973 "
Cabo Rojo,23,"Arte, Entretenimiento y Recreación       ",71,5, 52 ," 139,320 "," 2,697 "
Cabo Rojo,23,Alojamiento y Servicios de Alimentos     ,72,110, 964 ," 2,667,081 "," 2,768 "
Cabo Rojo,23,Otros Servicios Excepto Adm. Pública     ,81,63, 152 ," 488,257 "," 3,219 "
Cabo Rojo,23,Administración Pública                   ,92,13, 569 ," 2,458,438 "," 4,323 "
Cabo Rojo,23,Otros (Establecimientos no Clasificados) ,99,1, * , * , * 
Caguas,25,Total Municipio Primer Trimestre 2021 ,,"2,252"," 43,804 "," 284,742,867 "," 6,500 "
Caguas,25,"Agricultura, Bosque, Pesca y Caza        ",11,13, 32 ," 106,626 "," 3,332 "
Caguas,25,Mineria                                  ,21,1, * , * , * 
Caguas,25,"Electricidad, Agua y Gas                 ",22,6, 632 ," 5,664,325 "," 8,963 "
Caguas,25,Construcción                             ,23,109," 1,180 "," 7,507,122 "," 6,360 "
Caguas,25,Manufactura                              ,31-33,91," 3,163 "," 30,686,336 "," 9,701 "
Caguas,25,Alimentos                                ,311,15, 260 ," 836,319 "," 3,221 "
Caguas,25,Productos de Tabaco y Bebidas            ,312,5, 100 ," 465,790 "," 4,658 "
Caguas,25,Textiles                                 ,313,0, -   , -   , -   
Caguas,25,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
Caguas,25,Ropa                                     ,315,2, * , * , * 
Caguas,25,Cuero y Productos Relacionados           ,316,1, * , * , * 
Caguas,25,Productos de Madera                      ,321,2, * , * , * 
Caguas,25,Papel                                    ,322,0, -   , -   , -   
Caguas,25,Imprenta e Industrias Relacionadas       ,323,11, 82 ," 365,026 "," 4,434 "
Caguas,25,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
Caguas,25,Productos Químicos                       ,325,10, 705 ," 11,792,697 "," 16,719 "
Caguas,25,Productos de Goma y Plásticos            ,326,2, * , * , * 
Caguas,25,Productos Minerales no Metálicos         ,327,3, 20 ," 134,943 "," 6,747 "
Caguas,25,Industrias de Materiales Primarios       ,331,2, * , * , * 
Caguas,25,Productos de Metal                       ,332,13, 205 ," 895,402 "," 4,375 "
Caguas,25,Maquinaria                               ,333,5, 183 ," 1,353,933 "," 7,412 "
Caguas,25,Computadora y Productos Electrónicos    ,334,4," 1,098 "," 11,286,884 "," 10,276 "
Caguas,25,Equipo y Aparatos Eléctricos             ,335,2, * , * , * 
Caguas,25,Equipo de Transportación                 ,336,0, -   , -   , -   
Caguas,25,Muebles y Productos Relacionados         ,337,8, 70 ," 425,583 "," 6,051 "
Caguas,25,Industrias Manufactureras Misceláneas    ,339,6, 266 ," 2,128,154 "," 8,001 "
Caguas,25,Comercio al por Mayor                    ,42,130," 2,145 "," 17,722,939 "," 8,261 "
Caguas,25,Comercio al Detal                        ,44-45,463," 7,985 "," 45,818,285 "," 5,738 "
